Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,44.0,2023-02-02,26-317,MEM,CLE,0.0,28.35,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,,1.0,6.0,7.0,5.0,2.0,0.0,1.0,2.0,2.0,5.8,-11.0,2.0,1.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,72.0,4.0,5.799999999999999,78.0,4.333333333333333,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+12),W (+12)
53.0,45.0,2023-02-05,26-320,MEM,TOR,0.0,18.45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,2.2,-11.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,78.0,4.333333333333333,2.2,75.7,4.205555555555556,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-10),L (-10)
54.0,46.0,2023-02-07,26-322,MEM,CHI,0.0,10.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.3,-3.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,68.0,3.7777777777777777,-2.3,78.5,4.361111111111111,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-15),L (-15)
55.0,47.0,2023-02-10,26-325,MEM,MIN,0.0,26.766666666666666,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,3.9,15.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,95.0,5.277777777777778,3.900000000000001,100.4,5.577777777777778,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-3),L (-3)
56.0,48.0,2023-02-12,26-327,MEM,BOS,0.0,4.883333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3,-3.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,77.0,4.277777777777778,2.3000000000000003,73.9,4.105555555555556,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+15),W (+15)
57.0,49.0,2023-02-15,26-330,MEM,UTA,0.0,11.45,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,5.6,-2.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,79.0,4.388888888888889,5.6000000000000005,81.49999999999999,4.527777777777777,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+21),W (+21)
58.0,50.0,2023-02-23,26-338,MEM,PHI,0.0,17.366666666666667,3.0,3.0,1.0,0.0,0.0,,3.0,4.0,0.75,2.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,9.0,8.8,3.0,3.0,3.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,57.0,3.1666666666666665,7.6,57.99999999999999,3.222222222222222,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-10),L (-10)
59.0,51.0,2023-02-25,26-340,MEM,DEN,0.0,14.116666666666667,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,3.9,8.0,1.0,1.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,78.0,4.333333333333333,3.9,77.49999999999999,4.3055555555555545,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+6),W (+6)
60.0,52.0,2023-02-28,26-343,MEM,LAL,0.0,13.983333333333333,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,3.0,2.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,-3.0,93.0,5.166666666666667,-2.5,99.5,5.527777777777778,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-5),L (-5)
61.0,53.0,2023-03-01,26-344,MEM,HOU,0.0,14.633333333333333,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,4.3,2.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,100.0,5.555555555555555,4.299999999999999,100.4,5.577777777777778,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+18),W (+18)
62.0,54.0,2023-03-03,26-346,MEM,DEN,0.0,14.016666666666667,1.0,3.0,0.333,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,5.0,3.0,5.7,0.0,2.0,1.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,41.0,2.2777777777777777,5.299999999999999,53.500000000000014,2.972222222222223,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+12),W (+12)
63.0,55.0,2023-03-05,26-348,MEM,LAC,0.0,20.016666666666666,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0,7.3,-6.0,1.0,1.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,91.0,5.055555555555555,7.299999999999999,96.5,5.361111111111111,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,,
64.0,56.0,2023-03-07,26-350,MEM,LAL,0.0,21.416666666666668,2.0,4.0,0.5,0.0,2.0,0.0,2.0,3.0,0.667,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,6.0,5.1,9.0,2.0,2.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,43.0,2.388888888888889,4.3,54.99999999999999,3.055555555555556,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+14),W (+14)
65.0,57.0,2023-03-09,26-352,MEM,GSW,0.0,22.2,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,8.0,6.6,10.0,2.0,1.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,86.0,4.777777777777778,6.599999999999999,93.5,5.194444444444445,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-16),L (-16)
66.0,58.0,2023-03-11,26-354,MEM,DAL,0.0,11.6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.2,-2.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,88.0,4.888888888888889,-0.2,82.99999999999999,4.611111111111111,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-6),L (-6)
67.0,59.0,2023-03-13,26-356,MEM,DAL,0.0,24.6,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.5,2.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,1.0,97.0,5.388888888888889,1.1,90.0,5.0,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-9),L (-9)
68.0,60.0,2023-03-15,26-358,MEM,MIA,0.0,22.1,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,2.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,3.9,-5.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,79.0,4.388888888888889,3.9,76.8,4.266666666666667,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+21),W (+21)
69.0,61.0,2023-03-17,26-360,MEM,SAS,0.0,4.533333333333333,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-9.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,4.0,96.0,5.333333333333333,2.0,92.3,5.127777777777777,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+4),W (+4)
70.0,62.0,2023-03-18,26-361,MEM,GSW,0.0,15.066666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.6,-7.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,4.0,105.0,5.833333333333333,0.6000000000000001,109.0,6.055555555555555,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+16),W (+16)
71.0,63.0,2023-03-20,26-363,MEM,DAL,0.0,18.066666666666663,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,3.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,5.2,5.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,48.0,2.6666666666666665,5.2,68.8,3.822222222222222,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-19),L (-19)
72.0,64.0,2023-03-22,27-000,MEM,HOU,0.0,15.3,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,2.5,-5.0,1.0,1.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,83.0,4.611111111111111,2.5,100.29999999999998,5.572222222222221,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+6),W (+6)
73.0,65.0,2023-03-24,27-002,MEM,HOU,0.0,18.366666666666667,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,3.6,6.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,108.0,6.0,3.6,119.3,6.627777777777777,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+14),W (+14)
74.0,66.0,2023-03-26,27-004,MEM,ATL,0.0,12.416666666666666,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-1.2,-1.0,2.0,1.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,-1.0,93.0,5.166666666666667,-1.2,98.9,5.4944444444444445,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+4),W (+4)
75.0,67.0,2023-03-28,27-006,MEM,ORL,0.0,14.8,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,3.1,9.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,71.0,3.9444444444444446,2.7,74.2,4.122222222222223,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+5),W (+5)
76.0,,2023-03-29,27-007,MEM,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,,75.0,4.166666666666667,0.0,100.5,5.583333333333333,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+37),W (+37)
77.0,,2023-03-31,27-009,MEM,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,,86.0,4.777777777777778,0.0,103.29999999999998,5.738888888888888,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+4),W (+4)
