Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
66,64,59,2023-03-03,25-038,NOP,@,GSW,L (-9),0,29:18,5.0,12.0,.417,2.0,4.0,.500,2,2.0,1.000,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,8.2,-13,8.0,3.0,0.375,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,52.0,3.25,7.399999999999999,55.99999999999999,3.4999999999999996
67,65,60,2023-03-06,25-041,NOP,@,SAC,L (-15),0,21:19,3.0,5.0,.600,0.0,2.0,.000,1,1.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,7.4,-13,3.0,3.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,103.0,6.4375,6.999999999999998,81.8,5.1125
68,66,61,2023-03-08,25-043,NOP,,DAL,W (+7),0,25:24,2.0,6.0,.333,1.0,4.0,.250,4,4.0,1.000,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,9.0,10.6,-4,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,77.0,4.8125,9.000000000000002,80.49999999999999,5.031249999999999
69,67,62,2023-03-11,25-046,NOP,,OKC,L (-14),1,35:49,6.0,12.0,.500,3.0,6.0,.500,0,0.0,,0.0,8.0,8.0,2.0,0.0,0.0,7.0,4.0,15.0,4.2,-8,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,65.0,4.0625,4.1999999999999975,60.3,3.76875
70,68,63,2023-03-12,25-047,NOP,,POR,W (+17),1,28:23,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,3.0,1.0,4.0,3.7,+18,2.0,2.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,85.0,5.3125,3.6999999999999993,85.60000000000001,5.3500000000000005
71,69,64,2023-03-14,25-049,NOP,,LAL,L (-15),0,16:22,2.0,8.0,.250,1.0,6.0,.167,2,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,7.0,3.6,+7,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,68.0,4.25,2.8000000000000007,74.00000000000001,4.625000000000001
72,70,65,2023-03-17,25-052,NOP,@,HOU,L (-2),0,19:09,4.0,8.0,.500,0.0,1.0,.000,5,5.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,11.0,-14,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,78.0,4.875,9.000000000000002,75.9,4.74375
73,71,66,2023-03-19,25-054,NOP,@,HOU,W (+10),0,17:08,2.0,4.0,.500,1.0,2.0,.500,2,2.0,1.000,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,7.0,7.9,+2,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,92.0,5.75,7.1,89.50000000000001,5.593750000000001
74,72,67,2023-03-21,25-056,NOP,,SAS,W (+35),0,18:31,4.0,8.0,.500,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,8.0,4.2,+12,6.0,4.0,0.6666666666666666,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,83.0,5.1875,4.2,83.49999999999999,5.218749999999999
75,73,68,2023-03-23,25-058,NOP,,CHO,W (+19),0,21:06,6.0,10.0,.600,1.0,3.0,.333,3,4.0,.750,0.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,16.0,12.3,+10,7.0,5.0,0.7142857142857143,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,80.0,5.0,11.099999999999996,82.8,5.175
76,74,69,2023-03-25,25-060,NOP,@,LAC,W (+21),0,22:13,3.0,7.0,.429,1.0,2.0,.500,1,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,8.0,3.8,+6,5.0,2.0,0.4,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,123.0,7.6875,3.4000000000000004,114.1,7.13125
77,75,70,2023-03-27,25-062,NOP,@,POR,W (+34),0,18:42,3.0,7.0,.429,0.0,1.0,.000,2,2.0,1.000,2.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,8.0,9.0,-3,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,104.0,6.5,8.200000000000001,92.9,5.80625
78,76,71,2023-03-28,25-063,NOP,@,GSW,L (-11),0,13:10,3.0,7.0,.429,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,6.0,3.3,-2,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,65.0,4.0625,3.3,69.99999999999999,4.374999999999999
79,77,72,2023-03-30,25-065,NOP,@,DEN,W (+19),0,14:30,2.0,5.0,.400,0.0,1.0,.000,3,5.0,.600,0.0,4.0,4.0,1.0,3.0,0.0,1.0,2.0,7.0,6.6,-2,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,80.0,5.0,5.4,72.1,4.50625
80,78,73,2023-04-01,25-067,NOP,,LAC,W (+8),0,13:22,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,3.5,+8,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,58.0,3.625,3.099999999999999,89.8,5.6125
81,79,74,2023-04-04,25-070,NOP,,SAC,L (-18),0,14:24,1.0,5.0,.200,0.0,1.0,.000,2,3.0,.667,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.4,-11,4.0,1.0,0.25,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,65.0,4.0625,0.6000000000000001,71.20000000000002,4.450000000000001
82,80,75,2023-04-05,25-071,NOP,,MEM,W (+7),0,7:38,1.0,4.0,.250,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,-0.8,-17,4.0,1.0,0.25,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,92.0,5.75,-0.8000000000000004,108.90000000000002,6.806250000000001
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
84,81,76,2023-04-07,25-073,NOP,,NYK,W (+8),0,13:48,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,7.0,6.7,+2,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,86.0,5.375,6.699999999999999,79.1,4.94375
85,82,77,2023-04-09,25-075,NOP,@,MIN,L (-5),0,12:13,1.0,3.0,.333,0.0,2.0,.000,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.8,-9,1.0,1.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,56.0,3.5,8.881784197001252e-16,71.9,4.49375
