Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,55,2023-02-27,31-161,NOP,,ORL,L (-8),1,36:06,8.0,18.0,.444,1.0,8.0,.125,1,2.0,.500,2.0,0.0,2.0,6.0,1.0,0.0,3.0,5.0,18.0,9.8,-2,10.0,7.0,0.7,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,4.0,48.0,3.0,9.399999999999997,44.50000000000001,2.7812500000000004
65,63,56,2023-03-01,31-163,NOP,@,POR,W (+11),1,35:59,9.0,19.0,.474,2.0,5.0,.400,4,4.0,1.000,2.0,5.0,7.0,7.0,0.0,0.0,2.0,1.0,24.0,19.7,+4,14.0,7.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,13.0,89.0,5.5625,18.1,78.19999999999999,4.887499999999999
66,64,57,2023-03-03,31-165,NOP,@,GSW,L (-9),1,40:14,8.0,21.0,.381,3.0,10.0,.300,6,6.0,1.000,1.0,5.0,6.0,5.0,0.0,1.0,2.0,4.0,25.0,16.3,-8,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,47.0,2.9375,13.9,49.49999999999999,3.0937499999999996
67,65,58,2023-03-06,31-168,NOP,@,SAC,L (-15),1,30:45,6.0,14.0,.429,1.0,5.0,.200,1,2.0,.500,2.0,2.0,4.0,3.0,1.0,0.0,5.0,2.0,14.0,5.5,-27,9.0,5.0,0.5555555555555556,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,1.0,108.0,6.75,5.1,83.69999999999999,5.231249999999999
68,66,59,2023-03-08,31-170,NOP,,DAL,W (+7),1,34:41,12.0,22.0,.545,6.0,8.0,.750,2,3.0,.667,0.0,5.0,5.0,5.0,0.0,0.0,2.0,1.0,32.0,23.6,-1,14.0,6.0,0.4285714285714285,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,15.0,72.0,4.5,22.8,66.69999999999999,4.168749999999999
69,67,60,2023-03-11,31-173,NOP,,OKC,L (-14),1,38:37,8.0,20.0,.400,4.0,7.0,.571,6,6.0,1.000,1.0,6.0,7.0,8.0,0.0,0.0,5.0,3.0,26.0,17.1,-13,13.0,4.0,0.3076923076923077,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,10.0,61.0,3.8125,14.7,49.8,3.1125
70,68,61,2023-03-12,31-174,NOP,,POR,W (+17),1,29:40,8.0,17.0,.471,4.0,8.0,.500,2,4.0,.500,1.0,4.0,5.0,11.0,1.0,0.0,3.0,0.0,22.0,20.1,+25,9.0,4.0,0.4444444444444444,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,15.0,76.0,4.75,19.3,70.00000000000001,4.375000000000001
71,69,62,2023-03-14,31-176,NOP,,LAL,L (-15),1,36:47,5.0,17.0,.294,1.0,10.0,.100,2,4.0,.500,1.0,2.0,3.0,9.0,0.0,0.0,1.0,5.0,13.0,6.9,-13,7.0,4.0,0.5714285714285714,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,3.0,68.0,4.25,6.100000000000003,70.7,4.41875
72,70,63,2023-03-17,31-179,NOP,@,HOU,L (-2),1,38:55,5.0,12.0,.417,3.0,6.0,.500,1,2.0,.500,1.0,4.0,5.0,6.0,1.0,0.0,1.0,2.0,14.0,12.5,+21,6.0,2.0,0.3333333333333333,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,11.0,70.0,4.375,12.099999999999998,72.80000000000001,4.550000000000001
73,71,64,2023-03-19,31-181,NOP,@,HOU,W (+10),1,39:02,9.0,18.0,.500,4.0,7.0,.571,4,6.0,.667,0.0,6.0,6.0,5.0,2.0,2.0,1.0,2.0,26.0,23.1,+10,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,16.0,83.0,5.1875,21.500000000000004,75.10000000000001,4.6937500000000005
74,72,65,2023-03-21,31-183,NOP,,SAS,W (+35),1,30:09,6.0,14.0,.429,1.0,3.0,.333,2,2.0,1.000,0.0,8.0,8.0,4.0,2.0,0.0,1.0,3.0,15.0,12.6,+14,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,12.0,74.0,4.625,11.799999999999995,75.89999999999999,4.7437499999999995
75,73,66,2023-03-23,31-185,NOP,,CHO,W (+19),1,36:15,8.0,19.0,.421,3.0,8.0,.375,1,1.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,20.0,12.8,+20,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,6.0,81.0,5.0625,12.4,81.5,5.09375
76,74,67,2023-03-25,31-187,NOP,@,LAC,W (+21),1,35:21,8.0,15.0,.533,3.0,6.0,.500,2,2.0,1.000,2.0,6.0,8.0,8.0,2.0,1.0,3.0,2.0,21.0,21.4,+21,9.0,5.0,0.5555555555555556,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,20.0,105.0,6.5625,20.6,96.9,6.05625
77,75,68,2023-03-27,31-189,NOP,@,POR,W (+34),1,25:23,7.0,15.0,.467,3.0,7.0,.429,0,0.0,,0.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,17.0,17.2,+23,8.0,4.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,14.0,98.0,6.125,17.200000000000003,83.9,5.24375
78,76,69,2023-03-28,31-190,NOP,@,GSW,L (-11),1,37:57,6.0,17.0,.353,3.0,7.0,.429,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,15.0,4.1,-20,10.0,3.0,0.3,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-1.0,69.0,4.3125,4.099999999999999,69.19999999999999,4.324999999999999
79,77,70,2023-03-30,31-192,NOP,@,DEN,W (+19),1,37:33,8.0,15.0,.533,6.0,8.0,.750,1,2.0,.500,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,23.0,13.4,+27,7.0,2.0,0.2857142857142857,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,7.0,77.0,4.8125,12.999999999999996,64.5,4.03125
80,78,71,2023-04-01,31-194,NOP,,LAC,W (+8),1,38:08,8.0,18.0,.444,1.0,5.0,.200,2,2.0,1.000,0.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,19.0,13.6,+4,13.0,7.0,0.5384615384615384,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,5.0,57.0,3.5625,12.8,80.1,5.00625
81,79,72,2023-04-04,31-197,NOP,,SAC,L (-18),1,35:09,6.0,19.0,.316,0.0,4.0,.000,0,0.0,,0.0,5.0,5.0,3.0,0.0,1.0,1.0,2.0,12.0,3.6,-22,15.0,6.0,0.4,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,1.0,63.0,3.9375,3.6000000000000005,68.2,4.2625
82,80,73,2023-04-05,31-198,NOP,,MEM,W (+7),1,44:24,10.0,16.0,.625,6.0,9.0,.667,5,10.0,.500,1.0,9.0,10.0,6.0,1.0,0.0,4.0,0.0,31.0,26.4,+11,7.0,4.0,0.5714285714285714,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,18.0,73.0,4.5625,24.40000000000001,83.70000000000002,5.231250000000001
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,0.0,0.0,0.0,0.0,0.0
84,81,74,2023-04-07,31-200,NOP,,NYK,W (+8),1,38:38,8.0,15.0,.533,4.0,9.0,.444,3,4.0,.750,0.0,5.0,5.0,4.0,0.0,0.0,0.0,2.0,23.0,18.8,+29,6.0,4.0,0.6666666666666666,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,13.0,81.0,5.0625,17.599999999999998,68.2,4.2625
85,82,75,2023-04-09,31-202,NOP,@,MIN,L (-5),1,38:50,9.0,24.0,.375,0.0,5.0,.000,5,8.0,.625,0.0,5.0,5.0,3.0,2.0,0.0,2.0,5.0,23.0,10.2,-15,19.0,9.0,0.4736842105263157,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-1.0,56.0,3.5,8.200000000000006,63.7,3.98125
