Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
56.0,50.0,2023-02-11,32-344,GSW,LAL,1,33.9,5.0,8.0,.625,1.0,3.0,.333,1,1.0,1.000,0.0,7.0,7.0,10.0,2.0,1.0,4.0,4.0,12.0,14.6,+10,5.0,4.0,0.8,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,60.0,3.75,14.200000000000005,61.99999999999999,3.875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+27),W (+27)
57.0,51.0,2023-02-13,32-346,GSW,WAS,1,23.98333333333333,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,0.0,0.0,6.0,2.0,0.0,2.0,4.0,4.0,5.3,+3,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,99.0,6.1875,5.300000000000001,112.2,7.0125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-3),L (-3)
58.0,52.0,2023-02-14,32-347,GSW,LAC,1,33.166666666666664,6.0,6.0,1.000,1.0,1.0,1.000,2,2.0,1.000,0.0,5.0,5.0,7.0,1.0,0.0,3.0,3.0,15.0,16.4,-9,5.0,5.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,17.0,55.0,3.4375,15.599999999999998,74.0,4.625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-6),L (-6)
59.0,53.0,2023-02-23,32-356,GSW,LAL,1,24.75,3.0,10.0,.300,0.0,1.0,.000,0,0.0,,4.0,7.0,11.0,5.0,1.0,1.0,2.0,3.0,6.0,7.1,-7,9.0,3.0,0.3333333333333333,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,50.0,3.125,7.100000000000001,68.9,4.30625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+9),W (+9)
60.0,,2023-02-24,32-357,GSW,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,90.0,5.625,0.0,83.9,5.24375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-10),L (-10)
61.0,,2023-02-26,32-359,GSW,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,78.0,4.875,0.0,82.29999999999998,5.143749999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-13),L (-13)
62.0,54.0,2023-02-28,32-361,GSW,POR,1,32.166666666666664,4.0,5.0,.800,1.0,2.0,.500,3,4.0,.750,0.0,9.0,9.0,8.0,2.0,2.0,3.0,5.0,12.0,16.4,+26,3.0,3.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,64.0,4.0,15.199999999999996,80.5,5.03125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+15),W (+15)
63.0,55.0,2023-03-02,32-363,GSW,LAC,1,29.05,5.0,7.0,.714,0.0,1.0,.000,1,2.0,.500,1.0,8.0,9.0,9.0,0.0,0.0,4.0,4.0,11.0,11.5,+19,6.0,5.0,0.8333333333333334,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,79.0,4.9375,11.1,79.30000000000001,4.956250000000001,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,,
64.0,56.0,2023-03-03,32-364,GSW,NOP,1,23.616666666666667,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,4.0,6.0,4.0,-1.5,+4,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,79.0,4.9375,-1.5,82.00000000000001,5.125000000000001,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+5),W (+5)
65.0,57.0,2023-03-05,33-001,GSW,LAL,1,31.05,7.0,11.0,.636,0.0,1.0,.000,1,3.0,.333,1.0,7.0,8.0,3.0,0.0,0.0,1.0,4.0,15.0,11.6,+6,10.0,7.0,0.7,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,56.0,3.5,11.200000000000005,57.39999999999999,3.5874999999999995,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+18),W (+18)
66.0,58.0,2023-03-07,33-003,GSW,OKC,1,32.71666666666667,5.0,7.0,.714,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,11.0,1.0,0.0,2.0,2.0,11.0,14.3,+4,6.0,4.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,75.0,4.6875,14.3,82.80000000000001,5.175000000000001,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+24),W (+24)
67.0,59.0,2023-03-09,33-005,GSW,MEM,1,30.216666666666665,5.0,9.0,.556,0.0,1.0,.000,6,6.0,1.000,1.0,4.0,5.0,7.0,3.0,0.0,5.0,1.0,16.0,16.1,-1,8.0,5.0,0.625,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,52.0,3.25,13.699999999999996,61.3,3.83125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+9),W (+9)
68.0,60.0,2023-03-11,33-007,GSW,MIL,1,35.916666666666664,2.0,10.0,.200,1.0,4.0,.250,0,0.0,,2.0,11.0,13.0,9.0,0.0,0.0,2.0,0.0,5.0,7.8,+22,6.0,1.0,0.1666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,92.0,5.75,7.800000000000001,96.4,6.025,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-8),L (-8)
69.0,61.0,2023-03-13,33-009,GSW,PHO,1,30.016666666666666,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,5.0,6.0,4.0,2.0,3.0,1.0,3.0,4.0,9.6,-5,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,69.0,4.3125,9.6,89.0,5.5625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-9),L (-9)
70.0,62.0,2023-03-15,33-011,GSW,LAC,1,35.13333333333333,3.0,7.0,.429,1.0,1.0,1.000,1,1.0,1.000,1.0,7.0,8.0,5.0,1.0,0.0,4.0,5.0,8.0,5.6,-5,6.0,2.0,0.3333333333333333,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,67.0,4.1875,5.200000000000001,85.69999999999999,5.356249999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-21),L (-21)
71.0,,2023-03-17,33-013,GSW,ATL,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,81.0,5.0625,0.0,90.7,5.66875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+9),W (+9)
72.0,63.0,2023-03-18,33-014,GSW,MEM,1,30.466666666666665,5.0,9.0,.556,0.0,1.0,.000,1,2.0,.500,2.0,5.0,7.0,5.0,0.0,0.0,2.0,3.0,11.0,9.5,-3,8.0,5.0,0.625,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,51.0,3.1875,9.099999999999998,72.9,4.55625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+11),W (+11)
73.0,64.0,2023-03-20,33-016,GSW,HOU,1,33.766666666666666,4.0,4.0,1.000,0.0,0.0,,0,0.0,,0.0,7.0,7.0,7.0,1.0,1.0,2.0,3.0,8.0,12.3,+15,4.0,4.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,75.0,4.6875,12.299999999999995,92.2,5.7625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-8),L (-8)
74.0,65.0,2023-03-22,33-018,GSW,DAL,1,24.73333333333333,6.0,10.0,.600,1.0,4.0,.250,1,1.0,1.000,0.0,4.0,4.0,8.0,3.0,4.0,3.0,5.0,14.0,17.0,+3,6.0,5.0,0.8333333333333334,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,76.0,4.75,16.599999999999998,90.4,5.65,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-8),L (-8)
75.0,66.0,2023-03-24,33-020,GSW,PHI,1,34.61666666666667,5.0,11.0,.455,0.0,5.0,.000,0,0.0,,1.0,6.0,7.0,10.0,1.0,0.0,5.0,3.0,10.0,8.6,+15,6.0,5.0,0.8333333333333334,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,64.0,4.0,8.600000000000001,78.19999999999999,4.887499999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-14),L (-14)
76.0,67.0,2023-03-26,33-022,GSW,MIN,1,35.733333333333334,5.0,9.0,.556,1.0,3.0,.333,1,2.0,.500,1.0,6.0,7.0,5.0,1.0,0.0,5.0,4.0,12.0,7.7,-7,6.0,4.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,45.0,2.8125,7.299999999999999,55.89999999999999,3.4937499999999995,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+13),W (+13)
77.0,68.0,2023-03-28,33-024,GSW,NOP,1,32.9,4.0,5.0,.800,0.0,0.0,,0,0.0,,0.0,6.0,6.0,13.0,2.0,0.0,4.0,5.0,8.0,13.0,+26,5.0,4.0,0.8,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,73.0,4.5625,13.0,85.69999999999999,5.356249999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+2),W (+2)
78.0,69.0,2023-03-31,33-027,GSW,SAS,1,29.45,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,2.0,4.0,6.0,11.0,0.0,1.0,6.0,4.0,4.0,5.0,+19,3.0,1.0,0.3333333333333333,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,96.0,6.0,4.1999999999999975,103.8,6.4875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+8),W (+8)
79.0,70.0,2023-04-02,33-029,GSW,DEN,1,36.56666666666667,2.0,7.0,.286,0.0,1.0,.000,0,0.0,,4.0,5.0,9.0,7.0,1.0,0.0,4.0,5.0,4.0,4.1,+1,6.0,2.0,0.3333333333333333,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,69.0,4.3125,4.100000000000001,74.5,4.65625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-3),L (-3)
80.0,71.0,2023-04-04,33-031,GSW,OKC,1,35.833333333333336,6.0,9.0,.667,1.0,3.0,.333,4,5.0,.800,3.0,6.0,9.0,5.0,2.0,2.0,3.0,2.0,17.0,19.7,+3,6.0,5.0,0.8333333333333334,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,83.0,5.1875,18.1,89.69999999999999,5.606249999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+11),W (+11)
81.0,72.0,2023-04-07,33-034,GSW,SAC,1,33.28333333333333,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,1.7,+30,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,91.0,5.6875,1.700000000000001,92.6,5.7875,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+15),W (+15)
82.0,73.0,2023-04-09,33-036,GSW,POR,1,19.683333333333334,4.0,7.0,.571,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,9.0,9.8,+23,5.0,3.0,0.6,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,152.0,9.5,9.8,137.5,8.59375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-2),L (-2)
