Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Trent Forrest,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Trent Forrest,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,co_inf with Cody Zeller,co_inf with Jamaree Bouyea,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,41.0,2023-01-24,34-139,CLE,NYK,0,12.083333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-20,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,0.0,49.0,1.6333333333333333,0.0,61.1,2.036666666666666,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-6),L (-6)
50.0,,2023-01-26,34-141,CLE,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,62.0,2.066666666666667,0.0,80.7,2.69,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+12),W (+12)
51.0,,2023-01-27,34-142,CLE,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,66.0,2.2,0.0,86.1,2.87,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-2),L (-2)
52.0,,2023-01-29,34-144,CLE,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,54.0,1.8,0.0,66.5,2.216666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+18),W (+18)
53.0,,2023-01-31,34-146,CLE,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,59.0,1.9666666666666663,0.0,76.70000000000002,2.556666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-12),L (-12)
54.0,,2023-02-02,34-148,CLE,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,64.0,2.1333333333333333,0.0,83.60000000000001,2.786666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+23),W (+23)
55.0,,2023-02-05,34-151,CLE,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,63.0,2.1,0.0,81.59999999999998,2.72,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-3),L (-3)
56.0,,2023-02-06,34-152,CLE,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,59.0,1.9666666666666663,0.0,68.70000000000002,2.2900000000000005,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+15),W (+15)
57.0,,2023-02-08,34-154,CLE,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,59.0,1.9666666666666663,0.0,69.0,2.3,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+19),W (+19)
58.0,,2023-02-10,34-156,CLE,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,44.0,1.4666666666666666,0.0,64.1,2.1366666666666663,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+23),W (+23)
59.0,,2023-02-11,34-157,CLE,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,49.0,1.6333333333333333,0.0,70.19999999999999,2.3399999999999994,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+28),W (+28)
60.0,,2023-02-13,34-159,CLE,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,29.0,0.9666666666666668,0.0,48.8,1.6266666666666665,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+11),W (+11)
61.0,,2023-02-15,34-161,CLE,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,29.0,0.9666666666666668,0.0,47.000000000000014,1.566666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+8),W (+8)
62.0,42.0,2023-02-24,34-170,MIA,MIL,1,21.516666666666666,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,1.0,7.0,8.0,4.0,1.0,1.0,0.0,2.0,0.0,3.7,-9,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,10.0,54.0,1.8,3.7,67.4,2.246666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+8),W (+8)
63.0,43.0,2023-02-25,34-171,MIA,CHO,1,26.166666666666668,4.0,11.0,.364,3.0,9.0,.333,2,2.0,1.000,0.0,13.0,13.0,2.0,0.0,1.0,0.0,1.0,13.0,12.5,+6,2.0,1.0,0.5,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,16.0,36.0,1.2,11.699999999999998,50.09999999999999,1.6699999999999997,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,,
64.0,44.0,2023-02-27,34-173,MIA,PHI,1,21.05,3.0,8.0,.375,2.0,6.0,.333,0,0.0,,2.0,3.0,5.0,2.0,1.0,0.0,1.0,3.0,8.0,6.1,+1,2.0,1.0,0.5,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,7.0,56.0,1.8666666666666667,6.1000000000000005,79.3,2.643333333333333,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-6),L (-6)
65.0,45.0,2023-03-01,34-175,MIA,PHI,1,24.35,3.0,5.0,.600,0.0,2.0,.000,3,4.0,.750,0.0,5.0,5.0,1.0,0.0,0.0,1.0,3.0,9.0,6.3,-5,3.0,3.0,1.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,5.0,65.0,2.1666666666666665,5.099999999999999,74.89999999999999,2.4966666666666666,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-29),L (-29)
66.0,46.0,2023-03-03,34-177,MIA,NYK,1,23.383333333333333,3.0,6.0,.500,1.0,3.0,.333,2,2.0,1.000,2.0,6.0,8.0,1.0,0.0,0.0,1.0,2.0,9.0,8.1,+13,3.0,2.0,0.6666666666666666,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,9.0,71.0,2.3666666666666667,7.299999999999997,98.5,3.283333333333333,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-5),L (-5)
67.0,47.0,2023-03-04,34-178,MIA,ATL,1,18.1,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,1.0,2.0,6.0,3.3,+2,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,5.0,32.0,1.0666666666666669,3.3000000000000007,54.00000000000001,1.8000000000000005,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+2),W (+2)
