Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
73,71,71,2023-03-17,23-271,GSW,@,ATL,L (-8),0,23:38,4.0,12.0,.333,2.0,8.0,.250,2,2.0,1.000,0.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0,12.0,5.4,-11,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,79.0,4.9375,4.6000000000000005,86.10000000000001,5.3812500000000005
74,72,72,2023-03-18,23-272,GSW,@,MEM,L (-14),0,29:36,5.0,12.0,.417,2.0,3.0,.667,9,9.0,1.000,0.0,1.0,1.0,3.0,0.0,1.0,4.0,5.0,21.0,11.7,-4,9.0,3.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,60.0,3.75,8.1,73.9,4.61875
75,73,73,2023-03-20,23-274,GSW,@,HOU,W (+13),0,26:22,1.0,8.0,.125,1.0,6.0,.167,2,2.0,1.000,0.0,2.0,2.0,8.0,1.0,1.0,2.0,0.0,5.0,5.7,+13,2.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,88.0,5.5,4.9,99.6,6.225
76,74,74,2023-03-22,23-276,GSW,@,DAL,W (+2),0,26:05,6.0,13.0,.462,0.0,4.0,.000,4,5.0,.800,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,16.0,13.0,-1,9.0,6.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,90.0,5.625,11.399999999999997,95.6,5.975
77,75,75,2023-03-24,23-278,GSW,,PHI,W (+8),0,32:16,10.0,19.0,.526,6.0,11.0,.545,7,8.0,.875,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,33.0,25.3,+13,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,65.0,4.0625,22.500000000000004,64.3,4.01875
78,76,76,2023-03-26,23-280,GSW,,MIN,L (-3),0,30:31,8.0,16.0,.500,3.0,8.0,.375,8,9.0,.889,0.0,4.0,4.0,2.0,2.0,0.0,3.0,2.0,27.0,19.4,-11,8.0,5.0,0.625,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,47.0,2.9375,16.199999999999996,47.0,2.9375
79,77,77,2023-03-28,23-282,GSW,,NOP,W (+11),0,29:24,8.0,15.0,.533,2.0,6.0,.333,3,4.0,.750,0.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,21.0,16.5,+16,9.0,6.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,83.0,5.1875,15.299999999999995,83.39999999999999,5.2124999999999995
80,78,78,2023-03-31,23-285,GSW,,SAS,W (+15),0,27:23,8.0,17.0,.471,6.0,13.0,.462,5,6.0,.833,1.0,1.0,2.0,6.0,1.0,1.0,3.0,4.0,27.0,20.2,+15,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,95.0,5.9375,18.20000000000001,89.8,5.6125
81,79,79,2023-04-02,23-287,GSW,@,DEN,L (-2),0,19:43,7.0,13.0,.538,0.0,3.0,.000,3,3.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,17.0,11.8,-6,10.0,7.0,0.7,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,73.0,4.5625,10.6,68.0,4.25
82,80,80,2023-04-04,23-289,GSW,,OKC,W (+11),1,30:37,8.0,19.0,.421,5.0,12.0,.417,9,11.0,.818,0.0,2.0,2.0,4.0,0.0,1.0,4.0,3.0,30.0,18.0,+5,7.0,3.0,0.4285714285714285,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,98.0,6.125,14.40000000000001,93.4,5.8375
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,81,2023-04-07,23-292,GSW,@,SAC,W (+22),0,19:27,0.0,10.0,.000,0.0,6.0,.000,8,9.0,.889,0.0,3.0,3.0,5.0,0.0,0.0,2.0,4.0,8.0,1.4,-9,4.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,-5.0,103.0,6.4375,-1.7999999999999998,96.1,6.00625
85,82,82,2023-04-09,23-294,GSW,@,POR,W (+56),0,17:16,7.0,9.0,.778,4.0,5.0,.800,3,4.0,.750,0.0,4.0,4.0,2.0,0.0,0.0,2.0,3.0,21.0,16.5,+31,4.0,3.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,150.0,9.375,15.299999999999995,132.0,8.25
