Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
63.0,,2023-03-01,30-299,NOP,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,,102.0,6.375,0.0,96.3,6.01875,0.118895286841544,,
64.0,,2023-03-03,30-301,NOP,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,,55.0,3.4375,0.0,63.39999999999999,3.9625,0.118895286841544,L (-22),L (-22)
65.0,62.0,2023-03-06,30-304,NOP,SAC,1.0,31.98333333333333,9.0,11.0,0.818,1.0,1.0,1.0,0.0,0.0,,2.0,10.0,12.0,3.0,0.0,1.0,0.0,3.0,19.0,20.9,1.0,10.0,8.0,0.8,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,85.0,5.3125,20.9,67.89999999999999,4.24375,0.118895286841544,L (-8),L (-8)
66.0,63.0,2023-03-08,30-306,NOP,DAL,1.0,6.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,5.0,2.0,0.0,-2.1,-4.0,0.0,0.0,,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,85.0,5.3125,-2.1,91.6,5.725,0.118895286841544,W (+11),W (+11)
67.0,64.0,2023-03-11,30-309,NOP,OKC,1.0,16.366666666666667,4.0,6.0,0.667,1.0,1.0,1.0,4.0,5.0,0.8,2.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0,13.0,8.5,-12.0,5.0,3.0,0.6,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,67.0,4.1875,6.900000000000002,57.6,3.6,0.118895286841544,L (-9),L (-9)
68.0,65.0,2023-03-12,30-310,NOP,POR,1.0,20.866666666666667,5.0,8.0,0.625,0.0,0.0,,1.0,1.0,1.0,3.0,9.0,12.0,2.0,0.0,2.0,1.0,2.0,11.0,13.2,29.0,8.0,5.0,0.625,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,17.0,74.0,4.625,12.799999999999995,76.50000000000001,4.781250000000001,0.118895286841544,L (-15),L (-15)
69.0,66.0,2023-03-14,30-312,NOP,LAL,1.0,15.866666666666667,5.0,10.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,10.0,6.1,-25.0,8.0,5.0,0.625,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,65.0,4.0625,6.099999999999999,70.70000000000002,4.418750000000001,0.118895286841544,W (+7),W (+7)
70.0,67.0,2023-03-17,30-315,NOP,HOU,1.0,34.11666666666667,10.0,16.0,0.625,0.0,2.0,0.0,2.0,2.0,1.0,3.0,14.0,17.0,0.0,0.0,4.0,0.0,2.0,22.0,23.1,15.0,14.0,10.0,0.7142857142857143,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,25.0,56.0,3.5,22.3,62.6,3.9125,0.118895286841544,L (-14),L (-14)
71.0,68.0,2023-03-19,30-317,NOP,HOU,1.0,33.28333333333333,6.0,12.0,0.5,1.0,1.0,1.0,8.0,9.0,0.889,5.0,7.0,12.0,2.0,1.0,2.0,3.0,5.0,21.0,19.0,3.0,11.0,5.0,0.4545454545454545,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,85.0,5.3125,15.799999999999995,80.80000000000003,5.050000000000002,0.118895286841544,W (+17),W (+17)
72.0,69.0,2023-03-21,30-319,NOP,SAS,1.0,27.816666666666663,8.0,10.0,0.8,1.0,1.0,1.0,2.0,2.0,1.0,2.0,13.0,15.0,5.0,0.0,0.0,5.0,3.0,19.0,17.8,11.0,9.0,7.0,0.7777777777777778,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,22.0,64.0,4.0,16.999999999999996,70.7,4.41875,0.118895286841544,L (-15),L (-15)
73.0,70.0,2023-03-23,30-321,NOP,CHO,1.0,34.03333333333333,10.0,16.0,0.625,0.0,1.0,0.0,0.0,0.0,,8.0,11.0,19.0,3.0,1.0,0.0,3.0,2.0,20.0,21.0,14.0,15.0,10.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,63.0,3.9375,21.0,72.9,4.55625,0.118895286841544,L (-2),L (-2)
74.0,71.0,2023-03-25,30-323,NOP,LAC,1.0,31.683333333333334,8.0,18.0,0.444,1.0,2.0,0.5,0.0,0.0,,2.0,11.0,13.0,4.0,1.0,1.0,2.0,5.0,17.0,12.8,18.0,16.0,7.0,0.4375,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,16.0,109.0,6.8125,12.799999999999995,104.70000000000002,6.543750000000001,0.118895286841544,W (+10),W (+10)
75.0,72.0,2023-03-27,30-325,NOP,POR,1.0,29.73333333333333,4.0,6.0,0.667,0.0,0.0,,2.0,4.0,0.5,4.0,17.0,21.0,0.0,0.0,2.0,5.0,5.0,10.0,8.9,28.0,6.0,4.0,0.6666666666666666,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,94.0,5.875,8.1,93.0,5.8125,0.118895286841544,W (+35),W (+35)
76.0,73.0,2023-03-28,30-326,NOP,GSW,1.0,22.166666666666668,5.0,8.0,0.625,0.0,1.0,0.0,1.0,2.0,0.5,1.0,8.0,9.0,5.0,0.0,0.0,4.0,2.0,11.0,8.8,-20.0,7.0,5.0,0.7142857142857143,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,57.0,3.5625,8.399999999999997,64.89999999999999,4.05625,0.118895286841544,W (+19),W (+19)
77.0,74.0,2023-03-30,30-328,NOP,DEN,1.0,24.883333333333333,5.0,11.0,0.455,0.0,1.0,0.0,5.0,5.0,1.0,4.0,8.0,12.0,4.0,0.0,1.0,1.0,4.0,15.0,15.4,14.0,10.0,5.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,69.0,4.3125,13.4,64.1,4.00625,0.118895286841544,W (+21),W (+21)
78.0,75.0,2023-04-01,30-330,NOP,LAC,1.0,28.08333333333333,10.0,18.0,0.556,1.0,1.0,1.0,2.0,2.0,1.0,7.0,5.0,12.0,0.0,0.0,1.0,3.0,3.0,23.0,17.3,-1.0,17.0,9.0,0.5294117647058824,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,13.0,49.0,3.0625,16.5,76.39999999999999,4.775,0.118895286841544,W (+34),W (+34)
79.0,76.0,2023-04-04,30-333,NOP,SAC,1.0,27.316666666666663,5.0,10.0,0.5,0.0,0.0,,3.0,4.0,0.75,3.0,5.0,8.0,4.0,0.0,0.0,1.0,3.0,13.0,11.8,-1.0,10.0,5.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,54.0,3.375,10.6,61.2,3.825,0.118895286841544,L (-11),L (-11)
80.0,77.0,2023-04-05,30-334,NOP,MEM,1.0,19.05,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,0.0,5.0,4.0,7.0,-5.0,2.0,1.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,80.0,5.0,6.199999999999999,101.90000000000003,6.368750000000002,0.118895286841544,W (+19),W (+19)
81.0,78.0,2023-04-07,30-336,NOP,NYK,1.0,25.216666666666665,3.0,7.0,0.429,0.0,0.0,,2.0,2.0,1.0,0.0,12.0,12.0,1.0,0.0,3.0,2.0,4.0,8.0,7.1,23.0,7.0,3.0,0.4285714285714285,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,13.0,81.0,5.0625,6.299999999999999,79.49999999999999,4.968749999999999,0.118895286841544,W (+8),W (+8)
82.0,79.0,2023-04-09,30-338,NOP,MIN,1.0,21.683333333333334,5.0,14.0,0.357,1.0,3.0,0.333,0.0,0.0,,4.0,14.0,18.0,1.0,0.0,1.0,2.0,3.0,11.0,8.4,7.0,11.0,4.0,0.3636363636363636,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,40.0,2.5,8.399999999999999,63.5,3.96875,0.118895286841544,L (-18),L (-18)
