Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
65.0,,2023-03-06,33-322,DET,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,72.0,3.6,0.0,84.6,4.23,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-11),L (-11)
66.0,,2023-03-07,33-323,DET,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,78.0,3.9,0.0,88.49999999999997,4.424999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-2),L (-2)
67.0,,2023-03-09,33-325,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,37.0,1.85,0.0,51.19999999999998,2.559999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-24),L (-24)
68.0,,2023-03-11,33-327,DET,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,72.0,3.6,0.0,88.1,4.404999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
69.0,,2023-03-13,33-329,DET,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,53.0,2.65,0.0,68.49999999999999,3.4249999999999994,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-2),L (-2)
70.0,,2023-03-14,33-330,DET,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,43.0,2.15,0.0,50.49999999999999,2.5249999999999995,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-10),L (-10)
71.0,,2023-03-16,33-332,DET,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,63.0,3.15,0.0,79.8,3.99,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
72.0,,2023-03-19,33-335,DET,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,44.0,2.2,0.0,52.2,2.6100000000000003,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+20),W (+20)
73.0,,2023-03-21,33-337,DET,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,48.0,2.4,0.0,76.39999999999999,3.82,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-20),L (-20)
74.0,,2023-03-24,33-340,DET,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,46.0,2.3,0.0,58.8,2.94,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-19),L (-19)
75.0,,2023-03-27,33-343,DET,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,81.0,4.05,0.0,107.9,5.3950000000000005,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-12),L (-12)
76.0,,2023-03-29,33-345,DET,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,64.0,3.2,0.0,68.89999999999999,3.4449999999999994,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-22),L (-22)
77.0,,2023-03-31,33-347,DET,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,63.0,3.15,0.0,76.3,3.815,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-21),L (-21)
78.0,,2023-04-02,33-349,DET,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,28.0,1.4,0.0,39.69999999999999,1.985,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-9),L (-9)
79.0,,2023-04-04,33-351,DET,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,52.0,2.6,0.0,67.19999999999999,3.3599999999999994,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-1),L (-1)
80.0,,2023-04-05,33-352,DET,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,48.0,2.4,0.0,51.900000000000006,2.595,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
81.0,,2023-04-07,33-354,DET,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,63.0,3.15,0.0,80.6,4.029999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-26),L (-26)
82.0,,2023-04-09,33-356,DET,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,30.0,1.5,0.0,28.9,1.4449999999999998,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-13),L (-13)
