Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
54.0,50.0,2023-02-07,27-334,CHI,MEM,1.0,40.21666666666667,6.0,13.0,0.462,2.0,7.0,0.286,10.0,17.0,0.588,1.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,24.0,14.3,-10.0,6.0,4.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,93.0,5.470588235294118,10.299999999999995,84.59999999999998,4.976470588235293,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+8),W (+8)
55.0,51.0,2023-02-09,27-336,CHI,BRK,1.0,39.9,16.0,25.0,0.64,2.0,7.0,0.286,4.0,6.0,0.667,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,38.0,21.5,2.0,18.0,14.0,0.7777777777777778,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,63.0,3.7058823529411766,19.9,63.6,3.7411764705882353,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+24),W (+24)
56.0,52.0,2023-02-11,27-338,CHI,CLE,1.0,36.03333333333333,8.0,16.0,0.5,2.0,5.0,0.4,5.0,5.0,1.0,0.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,23.0,13.4,-1.0,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,84.0,4.941176470588236,11.4,60.99999999999999,3.5882352941176467,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-15),L (-15)
57.0,53.0,2023-02-13,27-340,CHI,ORL,1.0,40.266666666666666,9.0,20.0,0.45,0.0,3.0,0.0,8.0,8.0,1.0,1.0,8.0,9.0,5.0,0.0,0.0,5.0,3.0,26.0,16.0,-9.0,17.0,9.0,0.5294117647058824,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,84.0,4.941176470588236,12.800000000000004,72.3,4.252941176470588,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-11),L (-11)
58.0,54.0,2023-02-15,27-342,CHI,IND,1.0,42.61666666666667,10.0,23.0,0.435,4.0,11.0,0.364,11.0,13.0,0.846,0.0,11.0,11.0,7.0,0.0,1.0,2.0,3.0,35.0,27.8,6.0,12.0,6.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,81.0,4.764705882352941,23.4,83.69999999999997,4.923529411764704,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-8),L (-8)
59.0,55.0,2023-02-16,27-343,CHI,MIL,1.0,31.933333333333334,5.0,16.0,0.313,1.0,5.0,0.2,7.0,7.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,18.0,11.6,-15.0,11.0,4.0,0.3636363636363636,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,78.0,4.588235294117647,8.799999999999997,74.69999999999999,4.394117647058823,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-9),L (-9)
60.0,56.0,2023-02-24,27-351,CHI,BRK,1.0,28.5,12.0,17.0,0.706,4.0,6.0,0.667,4.0,4.0,1.0,1.0,5.0,6.0,2.0,0.0,0.0,1.0,0.0,32.0,27.5,35.0,11.0,8.0,0.7272727272727273,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,18.0,111.0,6.529411764705882,25.9,95.8,5.635294117647058,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-4),L (-4)
61.0,57.0,2023-02-26,27-353,CHI,WAS,1.0,33.06666666666667,11.0,18.0,0.611,2.0,4.0,0.5,3.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,2.0,27.0,18.8,2.0,14.0,9.0,0.6428571428571429,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,84.0,4.941176470588236,17.6,86.4,5.082352941176471,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-12),L (-12)
62.0,58.0,2023-02-28,27-355,CHI,TOR,1.0,37.78333333333333,6.0,12.0,0.5,1.0,5.0,0.2,4.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,17.0,13.4,-5.0,7.0,5.0,0.7142857142857143,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,94.0,5.529411764705882,11.800000000000002,80.5,4.735294117647059,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+44),W (+44)
63.0,59.0,2023-03-01,27-356,CHI,DET,1.0,36.88333333333333,14.0,20.0,0.7,6.0,9.0,0.667,7.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,41.0,31.4,6.0,11.0,8.0,0.7272727272727273,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,78.0,4.588235294117647,28.6,79.79999999999998,4.694117647058823,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,,
64.0,60.0,2023-03-03,27-358,CHI,PHO,1.0,36.96666666666667,8.0,21.0,0.381,2.0,7.0,0.286,9.0,11.0,0.818,3.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,27.0,18.1,-15.0,14.0,6.0,0.4285714285714285,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,97.0,5.705882352941177,14.49999999999999,98.0,5.764705882352941,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+20),W (+20)
65.0,61.0,2023-03-05,27-360,CHI,IND,1.0,38.21666666666667,13.0,23.0,0.565,5.0,8.0,0.625,11.0,13.0,0.846,0.0,4.0,4.0,4.0,0.0,0.0,3.0,1.0,42.0,30.9,-1.0,15.0,8.0,0.5333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,74.0,4.352941176470588,26.50000000000001,68.89999999999999,4.052941176470588,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-6),L (-6)
66.0,62.0,2023-03-08,27-363,CHI,DEN,1.0,33.983333333333334,12.0,18.0,0.667,3.0,5.0,0.6,2.0,2.0,1.0,0.0,5.0,5.0,4.0,2.0,0.0,1.0,2.0,29.0,25.7,15.0,13.0,9.0,0.6923076923076923,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,19.0,77.0,4.529411764705882,24.89999999999999,78.69999999999999,4.629411764705882,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+2),W (+2)
67.0,63.0,2023-03-11,28-001,CHI,HOU,1.0,43.333333333333336,14.0,26.0,0.538,3.0,8.0,0.375,5.0,6.0,0.833,1.0,7.0,8.0,5.0,1.0,0.0,4.0,2.0,36.0,25.5,11.0,18.0,11.0,0.6111111111111112,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,60.0,3.5294117647058822,23.500000000000004,59.7,3.511764705882353,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-21),L (-21)
68.0,64.0,2023-03-15,28-005,CHI,SAC,1.0,35.86666666666667,7.0,22.0,0.318,2.0,7.0,0.286,9.0,9.0,1.0,1.0,4.0,5.0,6.0,0.0,0.0,2.0,0.0,25.0,16.5,-3.0,15.0,5.0,0.3333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,73.0,4.294117647058823,12.9,78.6,4.623529411764705,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-3),L (-3)
69.0,65.0,2023-03-17,28-007,CHI,MIN,1.0,46.55,15.0,25.0,0.6,4.0,9.0,0.444,5.0,5.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,2.0,1.0,39.0,30.2,17.0,16.0,11.0,0.6875,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,79.0,4.647058823529412,28.200000000000003,86.8,5.105882352941176,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+21),W (+21)
70.0,66.0,2023-03-18,28-008,CHI,MIA,1.0,38.31666666666667,7.0,12.0,0.583,3.0,6.0,0.5,1.0,1.0,1.0,1.0,3.0,4.0,7.0,0.0,1.0,1.0,2.0,18.0,17.8,6.0,6.0,4.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,92.0,5.411764705882353,17.4,89.5,5.264705882352941,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+8),W (+8)
71.0,67.0,2023-03-20,28-010,CHI,PHI,1.0,47.41666666666666,8.0,20.0,0.4,2.0,9.0,0.222,8.0,10.0,0.8,1.0,1.0,2.0,7.0,3.0,1.0,3.0,1.0,26.0,20.6,5.0,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,78.0,4.588235294117647,17.400000000000006,83.3,4.9,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-3),L (-3)
72.0,68.0,2023-03-22,28-012,CHI,PHI,1.0,34.5,6.0,15.0,0.4,0.0,2.0,0.0,4.0,5.0,0.8,0.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,16.0,4.5,-20.0,13.0,6.0,0.4615384615384615,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-5.0,72.0,4.235294117647059,2.8999999999999995,63.49999999999999,3.7352941176470575,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+8),W (+8)
73.0,69.0,2023-03-24,28-014,CHI,POR,1.0,30.28333333333333,12.0,20.0,0.6,6.0,9.0,0.667,3.0,4.0,0.75,2.0,2.0,4.0,8.0,0.0,1.0,3.0,2.0,33.0,27.9,15.0,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,19.0,97.0,5.705882352941177,26.7,91.0,5.352941176470588,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+14),W (+14)
74.0,70.0,2023-03-26,28-016,CHI,LAL,1.0,36.9,13.0,19.0,0.684,2.0,5.0,0.4,4.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,32.0,25.3,-5.0,14.0,11.0,0.7857142857142857,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,116.0,6.823529411764706,23.700000000000003,90.40000000000002,5.317647058823531,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+4),W (+4)
75.0,71.0,2023-03-27,28-017,CHI,LAC,1.0,32.3,8.0,14.0,0.571,0.0,2.0,0.0,7.0,9.0,0.778,1.0,4.0,5.0,3.0,0.0,0.0,4.0,1.0,23.0,15.2,-14.0,12.0,8.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,96.0,5.647058823529412,12.4,93.1,5.476470588235294,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-25),L (-25)
76.0,72.0,2023-03-29,28-019,CHI,LAL,1.0,35.55,8.0,14.0,0.571,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,6.0,3.0,0.0,5.0,3.0,16.0,11.0,-24.0,12.0,8.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,89.0,5.235294117647059,11.000000000000004,95.9,5.641176470588236,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+28),W (+28)
77.0,73.0,2023-03-31,28-021,CHI,CHO,1.0,28.516666666666666,7.0,18.0,0.389,3.0,6.0,0.5,6.0,7.0,0.857,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,23.0,15.4,25.0,12.0,4.0,0.3333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,112.0,6.588235294117647,12.999999999999996,105.9,6.229411764705882,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+10),W (+10)
78.0,74.0,2023-04-02,28-023,CHI,MEM,1.0,34.7,13.0,19.0,0.684,3.0,8.0,0.375,7.0,8.0,0.875,0.0,3.0,3.0,9.0,1.0,0.0,0.0,2.0,36.0,34.9,25.0,11.0,10.0,0.9090909090909092,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,84.0,4.941176470588236,32.1,92.0,5.411764705882353,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-12),L (-12)
79.0,75.0,2023-04-04,28-025,CHI,ATL,1.0,33.45,11.0,21.0,0.524,1.0,7.0,0.143,3.0,4.0,0.75,0.0,3.0,3.0,6.0,1.0,0.0,2.0,2.0,26.0,18.6,-21.0,14.0,10.0,0.7142857142857143,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,64.0,3.764705882352941,17.4,67.6,3.9764705882352938,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,L (-11),L (-11)
80.0,76.0,2023-04-05,28-026,CHI,MIL,1.0,36.71666666666667,5.0,17.0,0.294,1.0,8.0,0.125,2.0,3.0,0.667,0.0,5.0,5.0,7.0,0.0,1.0,0.0,1.0,13.0,9.4,-9.0,9.0,4.0,0.4444444444444444,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,64.0,3.764705882352941,8.6,66.79999999999998,3.929411764705881,19.0,7.1,1.9,2.7,-0.7,0.2062311341095299,0.607,0.392,0.308,2.7,4.2,W (+30),W (+30)
