Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Christian Wood,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Kyrie Irving,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Chris Silva,Christian Wood,Derrick Favors,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Justin Holiday,Kemba Walker,Kyrie Irving,Luka Dončić,Markieff Morris,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Derrick Favors,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Justin Holiday,co_inf with Kemba Walker,co_inf with Kyrie Irving,co_inf with Luka Dončić,co_inf with Markieff Morris,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,,2023-03-20,22-248,DAL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,48.0,1.92,0.0,72.10000000000001,2.8840000000000003,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+9),W (+9)
49.0,,2023-03-22,22-250,DAL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,67.0,2.68,0.0,90.5,3.62,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+1),W (+1)
50.0,,2023-03-24,22-252,DAL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,37.0,1.48,0.0,46.6,1.864,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-4),L (-4)
51.0,,2023-03-26,22-254,DAL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,37.0,1.48,0.0,44.1,1.764,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-2),L (-2)
52.0,,2023-03-27,22-255,DAL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,51.0,2.04,0.0,69.59999999999998,2.784,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-8),L (-8)
53.0,,2023-03-29,22-257,DAL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,39.0,1.56,0.0,51.6,2.064,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-6),L (-6)
54.0,,2023-04-01,22-260,DAL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,44.0,1.76,0.0,58.70000000000001,2.3480000000000003,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+23),W (+23)
55.0,,2023-04-02,22-261,DAL,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,90.0,3.6,0.0,113.29999999999998,4.531999999999999,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-8),L (-8)
56.0,,2023-04-05,22-264,DAL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,89.0,3.56,0.0,92.7,3.708,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-7),L (-7)
57.0,14.0,2023-04-07,22-266,DAL,CHI,0,22.55,5.0,9.0,.556,2.0,6.0,.333,0,0.0,,3.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,12.0,8.7,-19,3.0,3.0,1.0,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,7.0,95.0,3.8,8.7,109.1,4.364,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,L (-2),L (-2)
58.0,15.0,2023-04-09,22-268,DAL,SAS,0,23.05,4.0,9.0,.444,1.0,3.0,.333,1,5.0,.200,1.0,4.0,5.0,1.0,1.0,0.0,0.0,3.0,10.0,6.1,-13,6.0,3.0,0.5,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,3.0,61.0,2.44,5.699999999999998,71.3,2.852,13.9,0.1,-4.4,-1.5,-2.9,0.0002106593638087,0.589,0.568,0.182,-0.1,0.1,W (+4),W (+4)
