Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,,2023-02-02,22-084,LAL,@,IND,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,77.0,4.8125,0.0,58.7,3.66875
55,54,,2023-02-04,22-086,LAL,@,NOP,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,79.0,4.9375,0.0,73.60000000000001,4.6000000000000005
56,55,,2023-02-07,22-089,LAL,,OKC,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,89.0,5.5625,0.0,59.3,3.70625
57,56,,2023-02-09,22-091,LAL,,MIL,L (-9),Not With Team,Not With Team,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,91.0,5.6875,0.0,75.49999999999999,4.718749999999999
58,57,,2023-02-11,22-093,LAL,@,GSW,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,52.0,3.25,0.0,50.10000000000001,3.1312500000000005
59,58,,2023-02-13,22-095,LAL,@,POR,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,73.0,4.5625,0.0,51.1,3.19375
60,59,,2023-02-15,22-097,LAL,,NOP,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,81.0,5.0625,0.0,67.0,4.1875
61,60,,2023-02-23,22-105,LAL,,GSW,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,101.0,6.3125,0.0,58.2,3.6375
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-26,22-108,LAL,@,DAL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,86.0,5.375,0.0,60.7,3.79375
64,62,,2023-02-28,22-110,LAL,@,MEM,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,95.0,5.9375,0.0,59.49999999999999,3.7187499999999996
65,63,,2023-03-01,22-111,LAL,@,OKC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,59.0,3.6875,0.0,61.50000000000001,3.8437500000000004
66,64,,2023-03-03,22-113,LAL,,MIN,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,52.0,3.25,0.0,40.1,2.50625
67,65,,2023-03-05,22-115,LAL,,GSW,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,76.0,4.75,0.0,68.3,4.26875
68,66,,2023-03-07,22-117,LAL,,MEM,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,73.0,4.5625,0.0,58.6,3.6625
69,67,,2023-03-10,22-120,LAL,,TOR,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,66.0,4.125,0.0,52.3,3.26875
70,68,,2023-03-12,22-122,LAL,,NYK,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,43.0,2.6875,0.0,33.099999999999994,2.0687499999999996
71,69,,2023-03-14,22-124,LAL,@,NOP,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,75.0,4.6875,0.0,54.49999999999998,3.4062499999999987
72,70,,2023-03-15,22-125,LAL,@,HOU,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,81.0,5.0625,0.0,38.3,2.39375
73,71,,2023-03-17,22-127,LAL,,DAL,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,96.0,6.0,0.0,57.10000000000001,3.5687500000000005
74,72,,2023-03-19,22-129,LAL,,ORL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,74.0,4.625,0.0,59.3,3.70625
75,73,,2023-03-22,22-132,LAL,,PHO,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,63.0,3.9375,0.0,60.1,3.75625
76,74,,2023-03-24,22-134,LAL,,OKC,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,96.0,6.0,0.0,87.10000000000001,5.4437500000000005
77,75,,2023-03-26,22-136,LAL,,CHI,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,82.0,5.125,0.0,60.69999999999999,3.7937499999999993
78,76,,2023-03-29,22-139,LAL,@,CHI,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,81.0,5.0625,0.0,69.5,4.34375
79,77,,2023-03-31,22-141,LAL,@,MIN,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,69.0,4.3125,0.0,71.10000000000001,4.4437500000000005
80,78,,2023-04-02,22-143,LAL,@,HOU,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,106.0,6.625,0.0,92.3,5.76875
81,79,,2023-04-04,22-145,LAL,@,UTA,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,4,4,4,5,5,3,2,2,6,5,5,4,3,6,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,4.0,59.0,,76.0,68.0,0.0357142857142857,0.03125,0.5714285714285714,0.0975609756097561,0.0606060606060606,0.0961538461538461,0.0714285714285714,0.0545454545454545,0.0357142857142857,0.0588235294117647,0.1463414634146341,0.0746268656716417,0.0684931506849315,0.0,0.0677966101694915,,0.0394736842105263,0.088235294117647,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,94.0,5.875,0.0,88.10000000000001,5.5062500000000005
