Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,53.0,2023-02-02,28-065,NYK,MIA,1.0,34.333333333333336,8.0,19.0,0.421,3.0,9.0,0.333,4.0,5.0,0.8,1.0,9.0,10.0,6.0,3.0,0.0,7.0,4.0,23.0,14.5,14.0,10.0,5.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,69.0,4.0588235294117645,12.9,75.69999999999999,4.452941176470588,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-7),L (-7)
54.0,54.0,2023-02-04,28-067,NYK,LAC,1.0,40.73333333333333,10.0,18.0,0.556,2.0,6.0,0.333,6.0,8.0,0.75,0.0,11.0,11.0,7.0,1.0,0.0,5.0,5.0,28.0,20.8,-11.0,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,16.0,82.0,4.823529411764706,18.399999999999995,87.1,5.123529411764705,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-6),L (-6)
55.0,55.0,2023-02-05,28-068,NYK,PHI,1.0,34.13333333333333,8.0,19.0,0.421,1.0,8.0,0.125,7.0,8.0,0.875,4.0,5.0,9.0,7.0,0.0,0.0,3.0,2.0,24.0,18.9,-6.0,11.0,7.0,0.6363636363636364,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,57.0,3.3529411764705883,16.1,55.1,3.241176470588236,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+2),W (+2)
56.0,56.0,2023-02-07,28-070,NYK,ORL,1.0,34.1,7.0,15.0,0.467,4.0,10.0,0.4,4.0,6.0,0.667,1.0,13.0,14.0,6.0,0.0,0.0,4.0,2.0,22.0,17.5,9.0,5.0,3.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,53.0,3.117647058823529,15.899999999999997,57.2,3.364705882352941,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-6),L (-6)
57.0,57.0,2023-02-10,28-073,NYK,PHI,1.0,36.55,11.0,20.0,0.55,5.0,11.0,0.455,3.0,3.0,1.0,0.0,10.0,10.0,3.0,0.0,0.0,3.0,1.0,30.0,22.1,-6.0,9.0,6.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,64.0,3.764705882352941,20.9,69.4,4.082352941176471,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+11),W (+11)
58.0,58.0,2023-02-11,28-074,NYK,UTA,1.0,38.96666666666667,12.0,26.0,0.462,3.0,11.0,0.273,4.0,5.0,0.8,1.0,5.0,6.0,2.0,0.0,0.0,1.0,2.0,31.0,19.0,4.0,15.0,9.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,7.0,80.0,4.705882352941177,17.4,80.79999999999998,4.752941176470587,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+4),W (+4)
59.0,59.0,2023-02-13,28-076,NYK,BRK,1.0,32.333333333333336,7.0,17.0,0.412,1.0,6.0,0.167,3.0,3.0,1.0,0.0,10.0,10.0,4.0,1.0,1.0,1.0,1.0,18.0,15.0,14.0,11.0,6.0,0.5454545454545454,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,58.0,3.411764705882353,13.800000000000002,64.59999999999998,3.799999999999999,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-11),L (-11)
60.0,60.0,2023-02-15,28-078,NYK,ATL,1.0,34.833333333333336,9.0,19.0,0.474,3.0,8.0,0.375,4.0,5.0,0.8,3.0,8.0,11.0,2.0,0.0,0.0,3.0,4.0,25.0,16.2,20.0,11.0,6.0,0.5454545454545454,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,55.0,3.235294117647059,14.6,60.99999999999999,3.5882352941176467,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+6),W (+6)
61.0,61.0,2023-02-24,28-087,NYK,WAS,1.0,36.18333333333333,16.0,29.0,0.552,7.0,14.0,0.5,7.0,7.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,46.0,34.7,8.0,15.0,9.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,15.0,61.0,3.588235294117647,31.90000000000001,63.99999999999999,3.7647058823529407,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+18),W (+18)
62.0,62.0,2023-02-25,28-088,NYK,NOP,1.0,32.6,11.0,20.0,0.55,5.0,10.0,0.5,1.0,1.0,1.0,1.0,6.0,7.0,5.0,0.0,0.0,2.0,1.0,28.0,22.0,26.0,10.0,6.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,70.0,4.117647058823529,21.6,70.79999999999998,4.164705882352941,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+21),W (+21)
63.0,63.0,2023-02-27,28-090,NYK,BOS,1.0,35.88333333333333,7.0,16.0,0.438,3.0,9.0,0.333,6.0,9.0,0.667,1.0,6.0,7.0,4.0,0.0,0.0,1.0,2.0,23.0,16.9,8.0,7.0,4.0,0.5714285714285714,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,8.0,48.0,2.823529411764706,14.5,56.5,3.323529411764706,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,,
64.0,64.0,2023-03-01,28-092,NYK,BRK,1.0,35.06666666666667,7.0,15.0,0.467,4.0,8.0,0.5,3.0,5.0,0.6,0.0,8.0,8.0,8.0,0.0,0.0,4.0,3.0,21.0,15.3,27.0,7.0,3.0,0.4285714285714285,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,82.0,4.823529411764706,14.099999999999998,95.0,5.588235294117647,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+6),W (+6)
65.0,65.0,2023-03-03,28-094,NYK,MIA,1.0,35.78333333333333,16.0,25.0,0.64,8.0,13.0,0.615,3.0,4.0,0.75,0.0,9.0,9.0,3.0,0.0,1.0,3.0,2.0,43.0,33.2,1.0,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,24.0,57.0,3.3529411764705883,32.00000000000001,65.30000000000001,3.841176470588236,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+22),W (+22)
66.0,66.0,2023-03-05,28-096,NYK,BOS,1.0,46.516666666666666,11.0,22.0,0.5,5.0,13.0,0.385,4.0,4.0,1.0,2.0,7.0,9.0,4.0,1.0,0.0,7.0,5.0,31.0,18.3,-8.0,9.0,6.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,12.0,63.0,3.7058823529411766,16.699999999999996,70.0,4.117647058823529,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+15),W (+15)
67.0,67.0,2023-03-07,28-098,NYK,CHO,1.0,35.18333333333333,5.0,17.0,0.294,2.0,9.0,0.222,4.0,6.0,0.667,1.0,7.0,8.0,3.0,0.0,0.0,2.0,4.0,16.0,6.6,-20.0,8.0,3.0,0.375,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,2.0,71.0,4.176470588235294,5.0,72.5,4.264705882352941,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+24),W (+24)
68.0,68.0,2023-03-09,28-100,NYK,SAC,1.0,36.28333333333333,8.0,22.0,0.364,2.0,12.0,0.167,5.0,9.0,0.556,1.0,9.0,10.0,5.0,2.0,0.0,4.0,5.0,23.0,12.1,-4.0,10.0,6.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,5.0,55.0,3.235294117647059,10.099999999999994,61.6,3.623529411764706,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+2),W (+2)
69.0,69.0,2023-03-11,28-102,NYK,LAC,1.0,34.666666666666664,5.0,24.0,0.208,3.0,10.0,0.3,6.0,8.0,0.75,1.0,7.0,8.0,3.0,0.0,0.0,2.0,5.0,19.0,4.3,-8.0,14.0,2.0,0.1428571428571428,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,-4.0,62.0,3.647058823529412,1.9000000000000008,60.69999999999999,3.570588235294117,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+2),W (+2)
70.0,70.0,2023-03-12,28-103,NYK,LAL,1.0,35.766666666666666,11.0,24.0,0.458,3.0,12.0,0.25,8.0,11.0,0.727,1.0,7.0,8.0,5.0,1.0,0.0,3.0,2.0,33.0,22.9,-1.0,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,9.0,72.0,4.235294117647059,19.700000000000006,73.39999999999999,4.317647058823529,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-7),L (-7)
71.0,71.0,2023-03-14,28-105,NYK,POR,1.0,33.833333333333336,8.0,20.0,0.4,0.0,5.0,0.0,8.0,10.0,0.8,1.0,9.0,10.0,4.0,0.0,0.0,2.0,3.0,24.0,15.4,8.0,15.0,8.0,0.5333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,6.0,90.0,5.294117647058823,12.2,88.8,5.223529411764706,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-5),L (-5)
72.0,72.0,2023-03-18,28-109,NYK,DEN,1.0,36.31666666666667,6.0,15.0,0.4,1.0,6.0,0.167,7.0,7.0,1.0,0.0,7.0,7.0,4.0,1.0,0.0,3.0,2.0,20.0,14.0,5.0,9.0,5.0,0.5555555555555556,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,7.0,62.0,3.647058823529412,11.2,75.09999999999998,4.417647058823528,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-11),L (-11)
73.0,73.0,2023-03-20,28-111,NYK,MIN,1.0,36.88333333333333,19.0,29.0,0.655,8.0,14.0,0.571,11.0,13.0,0.846,0.0,4.0,4.0,1.0,0.0,0.0,4.0,4.0,57.0,39.8,-6.0,15.0,11.0,0.7333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,16.0,57.0,3.3529411764705883,35.4,62.2,3.658823529411765,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+4),W (+4)
74.0,74.0,2023-03-22,28-113,NYK,MIA,1.0,35.983333333333334,7.0,16.0,0.438,1.0,5.0,0.2,0.0,1.0,0.0,0.0,6.0,6.0,9.0,1.0,0.0,4.0,5.0,15.0,9.3,-6.0,11.0,6.0,0.5454545454545454,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,65.0,3.823529411764706,9.300000000000002,73.0,4.294117647058823,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+16),W (+16)
75.0,75.0,2023-03-23,28-114,NYK,ORL,1.0,35.63333333333333,7.0,20.0,0.35,2.0,9.0,0.222,7.0,10.0,0.7,0.0,9.0,9.0,4.0,0.0,2.0,1.0,4.0,23.0,14.9,20.0,11.0,5.0,0.4545454545454545,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,7.0,69.0,4.0588235294117645,12.100000000000003,75.60000000000001,4.447058823529412,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+6),W (+6)
76.0,76.0,2023-03-27,28-118,NYK,HOU,1.0,28.266666666666666,10.0,19.0,0.526,3.0,8.0,0.375,3.0,3.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,26.0,20.0,11.0,11.0,7.0,0.6363636363636364,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,97.0,5.705882352941177,18.800000000000008,106.4,6.258823529411765,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-6),L (-6)
77.0,77.0,2023-03-29,28-120,NYK,MIA,1.0,14.7,1.0,5.0,0.2,0.0,2.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,3.0,0.1,-3.0,3.0,1.0,0.3333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,0.0,64.0,3.764705882352941,-0.3000000000000002,73.7,4.335294117647059,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-7),L (-7)
78.0,,2023-03-31,28-122,NYK,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,,97.0,5.705882352941177,0.0,102.4,6.023529411764706,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,L (-5),L (-5)
79.0,,2023-04-02,28-124,NYK,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,,107.0,6.294117647058823,0.0,111.5,6.5588235294117645,20.3,8.1,3.7,3.9,-0.2,0.2034895942821105,0.581,0.444,0.371,3.9,5.0,W (+22),W (+22)
